model_type,target,input_design,excluded_features,data_root,task_split,train_tasks,test_tasks,train_seconds_rows,test_seconds_rows,total_seconds_rows,raw_feature_count,numeric_feature_count,categorical_feature_count,encoded_feature_count,rmse,mae,r2,risk_level_accuracy,risk_level_macro_f1,risk_level_weighted_f1
XGBRegressor,remaining_max_llsri_during_flight,all_available_simulation_parameters_without_risk_indicators_or_result_labels,"risk indicators, LLSRI, warning labels, AI outputs, mission outcome labels",E:\小挑\商业常态_AHP权重区分增强仿真,按任务ID划分训练集和测试集，避免同一任务秒级样本同时进入训练集和测试集,1600,400,1199934,295882,1495816,71,61,10,96,0.024957686316229345,0.01769103617549476,0.9703892622351952,0.9144895600273082,0.7423174725834821,0.909884605552191
